Longitud de onda (nm),Absorbancia Solución Nº 13,Transmitancia Solución Nº 13,,Sinnombre.sp,,,Solución Nº 13,
174.415,0.100,79.429,,2026-02-23 22:53:51,,Longitud de onda del análisis,,
174.805,0.082,82.773,,Analizar solución,,Tiempo de integración,10 ms,
175.195,0.029,93.577,,Absorbancia/transmitancia,,Cantidad de exploraciones a promediar,1,
175.586,0.026,94.143,,,,Suavizar,0,
175.976,0.079,83.324
176.367,0.000,100.000
176.758,0.000,100.000
177.148,0.000,100.000
177.539,0.000,100.000
177.930,0.000,100.000
178.321,0.052,88.625
178.712,0.137,72.889
179.102,0.029,93.577
179.493,0.057,87.767
179.884,0.000,100.000
180.276,0.049,89.382
180.667,0.026,94.143
181.058,0.000,100.000
181.449,0.024,94.633
181.840,0.000,100.000
182.232,0.000,100.000
182.623,0.052,88.625
183.014,0.189,64.714
183.406,0.026,94.143
183.797,0.228,59.088
184.189,0.092,80.900
184.581,0.161,68.974
184.972,0.109,77.731
185.364,0.029,93.577
185.756,0.000,100.000
186.147,0.062,86.786
186.539,0.085,82.187
186.931,0.000,100.000
187.323,0.186,65.147
187.715,0.079,83.324
188.107,0.022,95.063
188.499,0.000,100.000
188.891,0.049,89.382
189.284,0.079,83.324
189.676,0.131,74.033
190.068,0.121,75.750
190.460,0.079,83.324
190.853,0.049,89.382
191.245,0.049,89.382
191.638,0.000,100.000
192.030,0.074,84.333
192.423,0.000,100.000
192.816,0.022,95.063
193.208,0.121,75.750
193.601,0.202,62.875
193.994,0.000,100.000
194.387,0.000,100.000
194.779,0.057,87.767
195.172,0.022,95.063
195.565,0.161,68.974
195.958,0.062,86.786
196.351,0.057,87.767
196.744,0.236,58.132
197.138,0.079,83.324
197.531,0.105,78.611
197.924,0.000,100.000
198.317,0.000,100.000
198.711,0.069,85.237
199.104,0.052,88.625
199.498,0.112,77.265
199.891,0.159,69.312
200.285,0.186,65.147
200.678,0.045,90.056
201.072,0.019,95.778
201.465,0.049,89.382
201.859,0.121,75.750
202.253,0.121,75.750
202.647,0.105,78.611
203.041,0.022,95.063
203.435,0.128,74.395
203.829,0.184,65.450
204.223,0.020,95.441
204.617,0.087,81.881
205.011,0.186,65.147
205.405,0.131,74.033
205.799,0.092,80.900
206.193,0.161,68.974
206.588,0.278,52.711
