Longitud de onda (nm),Absorbancia Solución Nº 9,Transmitancia Solución Nº 9,,Sinnombre.sp,,,Solución Nº 9,
174.415,0.100,79.429,,2026-02-23 19:55:04,,Longitud de onda del análisis,,
174.805,0.000,100.000,,Analizar solución,,Tiempo de integración,10 ms,
175.195,0.029,93.577,,Absorbancia/transmitancia,,Cantidad de exploraciones a promediar,1,
175.586,0.000,100.000,,,,Suavizar,0,
175.976,0.020,95.441
176.367,0.000,100.000
176.758,0.000,100.000
177.148,0.062,86.786
177.539,0.000,100.000
177.930,0.100,79.429
178.321,0.159,69.312
178.712,0.137,72.889
179.102,0.000,100.000
179.493,0.092,80.900
179.884,0.029,93.577
180.276,0.020,95.441
180.667,0.000,100.000
181.058,0.022,95.063
181.449,0.000,100.000
181.840,0.000,100.000
182.232,0.029,93.577
182.623,0.121,75.750
183.014,0.100,79.429
183.406,0.000,100.000
183.797,0.228,59.088
184.189,0.131,74.033
184.581,0.128,74.395
184.972,0.000,100.000
185.364,0.000,100.000
185.756,0.000,100.000
186.147,0.100,79.429
186.539,0.022,95.063
186.931,0.074,84.333
187.323,0.020,95.441
187.715,0.147,71.206
188.107,0.301,50.000
188.499,0.189,64.714
188.891,0.112,77.265
189.284,0.112,77.265
189.676,0.000,100.000
190.068,0.159,69.312
190.460,0.275,53.029
190.853,0.020,95.441
191.245,0.000,100.000
191.638,0.022,95.063
192.030,0.074,84.333
192.423,0.057,87.767
192.816,0.121,75.750
193.208,0.121,75.750
193.601,0.052,88.625
193.994,0.000,100.000
194.387,0.016,96.350
194.779,0.092,80.900
195.172,0.052,88.625
195.565,0.325,47.289
195.958,0.142,72.071
196.351,0.092,80.900
196.744,0.098,79.816
197.138,0.228,59.088
197.531,0.105,78.611
197.924,0.151,70.600
198.317,0.000,100.000
198.711,0.236,58.132
199.104,0.085,82.187
199.498,0.112,77.265
199.891,0.121,75.750
200.285,0.079,83.324
200.678,0.074,84.333
201.072,0.074,84.333
201.465,0.147,71.206
201.859,0.258,55.150
202.253,0.092,80.900
202.647,0.105,78.611
203.041,0.159,69.312
203.435,0.098,79.816
203.829,0.258,55.150
204.223,0.112,77.265
204.617,0.241,57.357
205.011,0.186,65.147
205.405,0.173,67.167
205.799,0.092,80.900
206.193,0.197,63.553
206.588,0.161,68.974
