,Experiment name:,Sample experiment
Duration:,10 Seconds
Rate:,10 per second
Sensors:,Temperature (ID 1  Exp 1),Conductivity (ID 1  Exp 1)
Range:,Celsius,µs/cm
Units:,°C,µs/cm
Time
'-5.523359547510154e-15;17.3;391.8
'0.09999999999999447;17.3;391.8
'0.19999999999999446;17.3;391.8
'0.29999999999999444;17.3;391.8
'0.3999999999999944;17.3;391.8
'0.4999999999999944;17.3;391.8
'0.5999999999999944;17.3;391.8
'0.6999999999999944;17.3;392.1
'0.7999999999999944;17.3;392.1
'0.8999999999999944;17.3;392.1
'0.9999999999999943;17.3;392.1
'1.0999999999999943;17.3;392.1
'1.1999999999999944;17.3;392.1
'1.2999999999999945;17.3;392.1
'1.3999999999999946;17.3;392.4
'1.4999999999999947;17.3;392.4
'1.5999999999999948;17.3;392.4
'1.6999999999999948;17.3;392.4
'1.799999999999995;17.3;392.4
'1.899999999999995;17.3;392.4
'1.9999999999999951;17.3;392.4
'2.099999999999995;17.3;392.7
'2.1999999999999953;17.3;392.7
'2.2999999999999954;17.3;392.7
'2.3999999999999955;17.3;392.7
'2.4999999999999956;17.3;392.7
'2.5999999999999956;17.3;392.7
'2.6999999999999957;17.3;392.7
'2.799999999999996;17.3;393.0
'2.899999999999996;17.3;393.0
'2.999999999999996;17.3;393.0
'3.099999999999996;17.3;393.0
'3.199999999999996;17.3;393.0
'3.2999999999999963;17.3;393.0
'3.3999999999999964;17.3;393.0
'3.4999999999999964;17.3;393.1
'3.5999999999999965;17.3;393.1
'3.6999999999999966;17.3;393.1
'3.7999999999999967;17.3;393.1
'3.899999999999997;17.3;393.1
'3.999999999999997;17.3;393.1
'4.099999999999997;17.3;393.1
'4.199999999999997;17.3;393.3
'4.299999999999996;17.3;393.3
'4.399999999999996;17.3;393.3
'4.499999999999996;17.3;393.3
'4.599999999999995;17.3;393.3
'4.699999999999995;17.3;393.3
'4.7999999999999945;17.3;393.3
'4.899999999999994;17.3;393.4
'4.999999999999994;17.3;393.4
'5.099999999999993;17.3;393.4
'5.199999999999993;17.3;393.4
'5.299999999999993;17.3;393.4
'5.399999999999992;17.3;393.4
'5.499999999999992;17.3;393.4
'5.599999999999992;17.3;393.5
'5.699999999999991;17.3;393.5
'5.799999999999991;17.3;393.5
'5.899999999999991;17.3;393.5
'5.99999999999999;17.3;393.5
'6.09999999999999;17.3;393.5
'6.1999999999999895;17.3;393.5
'6.299999999999989;17.3;393.5
'6.399999999999989;17.3;393.5
'6.4999999999999885;17.3;393.5
'6.599999999999988;17.3;393.5
'6.699999999999988;17.3;393.5
'6.799999999999987;17.3;393.5
'6.899999999999987;17.3;393.5
'6.999999999999987;17.3;393.5
'7.099999999999986;17.3;393.5
'7.199999999999986;17.3;393.5
'7.299999999999986;17.3;393.5
'7.399999999999985;17.3;393.5
'7.499999999999985;17.3;393.5
'7.5999999999999845;17.3;393.5
'7.699999999999984;17.3;393.6
'7.799999999999984;17.3;393.6
'7.8999999999999835;17.3;393.6
'7.999999999999983;17.3;393.6
'8.099999999999984;17.3;393.6
'8.199999999999983;17.3;393.6
'8.299999999999983;17.3;393.6
'8.399999999999983;17.3;393.6
'8.499999999999982;17.3;393.6
'8.599999999999982;17.3;393.6
'8.699999999999982;17.3;393.6
'8.799999999999981;17.3;393.6
'8.89999999999998;17.3;393.6
'8.99999999999998;17.3;393.6
'9.09999999999998;17.3;393.6
'9.19999999999998;17.3;393.6
'9.29999999999998;17.3;393.6
'9.399999999999979;17.3;393.6
'9.499999999999979;17.3;393.6
'9.599999999999978;17.3;393.6
'9.699999999999978;17.3;393.6
'9.799999999999978;17.3;393.7
'9.899999999999977;17.3;393.7
'9.999999999999977;17.3;393.7
sys info:[91~54~52~93~44~91~34~49~126~49~126~49~126~49~126~35~54~98~49~97~54~98~126~76~101~102~116~126~49~52~48~126~45~52~48~126~89~101~115~124~49~53~126~49~126~49~126~49~126~35~57~102~49~98~49~98~126~76~101~102~116~126~50~48~48~48~48~126~48~126~89~101~115~34~93~44~91~34~82~97~116~101~34~93~44~91~57~93~44~91~34~82~101~115~101~114~118~101~34~93~44~91~34~78~111~110~101~34~93~44~91~34~84~111~116~97~108~95~115~97~109~112~108~101~115~34~93~44~91~49~48~49~93~44~91~34~69~120~112~32~73~68~34~93~44~91~34~50~48~50~54~45~48~50~45~49~49~32~49~57~58~53~52~58~48~49~46~50~49~52~49~57~50~34~93]
Attention! Any change in the file may prevent reading its data.
"dot_sign."
"coma_sign;"
