Wavelength (nm),Absorbance Solution #11,Transmittance Solution #11,,Untitled.sp,,,Solution #11,
174.415,0.098,79.816,,2026-02-25 19:55:29,,Analysis Wavelength,,
174.805,0.142,72.071,,Analyze Solution,,Integration Time,10 ms,
175.195,0.052,88.625,,Absorbance/Transmittance,,Number of Scans to Average,1,
175.586,0.272,53.433,,,,Smoothing,0,
175.976,0.268,53.962
176.367,0.197,63.553
176.758,0.161,68.974
177.148,0.079,83.324
177.539,0.430,37.125
177.930,0.000,100.000
178.321,0.301,50.000
178.712,0.134,73.409
179.102,0.378,41.868
179.493,0.052,88.625
179.884,0.085,82.187
180.276,0.159,69.312
180.667,0.079,83.324
181.058,0.275,53.029
181.449,0.186,65.147
181.840,0.173,67.167
182.232,0.159,69.312
182.623,0.121,75.750
183.014,0.159,69.312
183.406,0.121,75.750
183.797,0.142,72.071
184.189,0.156,69.808
184.581,0.000,100.000
184.972,0.147,71.206
185.364,0.121,75.750
185.756,0.159,69.312
186.147,0.000,100.000
186.539,0.000,100.000
186.931,0.109,77.731
187.323,0.029,93.577
187.715,0.131,74.033
188.107,0.220,60.300
188.499,0.254,55.722
188.891,0.131,74.033
189.284,0.248,56.437
189.676,0.137,72.889
190.068,0.236,58.132
190.460,0.121,75.750
190.853,0.159,69.312
191.245,0.301,50.000
191.638,0.112,77.265
192.030,0.301,50.000
192.423,0.022,95.062
192.816,0.202,62.875
193.208,0.112,77.265
193.601,0.254,55.722
193.994,0.173,67.167
194.387,0.173,67.167
194.779,0.189,64.714
195.172,0.301,50.000
195.565,0.112,77.265
195.958,0.045,90.056
196.351,0.000,100.000
196.744,0.301,50.000
197.138,0.220,60.300
197.531,0.325,47.289
197.924,0.057,87.767
198.317,0.137,72.889
198.711,0.000,100.000
199.104,0.301,50.000
199.498,0.173,67.167
199.891,0.228,59.088
200.285,0.121,75.750
200.678,0.137,72.889
201.072,0.121,75.750
201.465,0.057,87.767
201.859,0.236,58.132
202.253,0.184,65.450
202.647,0.142,72.071
203.041,0.197,63.553
203.435,0.340,45.708
203.829,0.184,65.450
204.223,0.361,43.562
204.617,0.147,71.206
205.011,0.142,72.071
205.405,0.173,67.167
205.799,0.275,53.029
206.193,0.344,45.318
206.588,0.275,53.029
206.982,0.241,57.357
207.376,0.206,62.262
207.771,0.098,79.816
208.165,0.212,61.444
208.560,0.301,50.000
208.955,0.282,52.239
209.349,0.128,74.395
209.744,0.184,65.450
210.139,0.250,56.180
210.533,0.348,44.850
210.928,0.423,37.738
211.323,0.391,40.636
211.718,0.250,56.180
212.113,0.236,58.132
212.508,0.974,10.618
212.903,0.340,45.708
213.298,0.444,35.955
213.693,0.301,50.000
214.088,0.383,41.417
214.484,0.301,50.000
214.879,0.370,42.643
215.274,0.436,36.648
215.670,0.350,44.672
216.065,0.570,26.914
216.461,0.532,29.400
216.856,0.497,31.824
217.252,0.657,22.043
217.647,0.719,19.100
218.043,0.508,31.026
218.439,0.505,31.273
218.835,0.687,20.571
219.230,0.805,15.667
219.626,0.839,14.483
220.022,0.703,19.810
220.418,0.888,12.956
220.814,0.749,17.813
221.210,0.805,15.667
221.606,0.891,12.842
222.002,1.192,6.423
222.399,0.846,14.253
222.795,1.044,9.034
223.191,1.394,4.038
223.587,0.997,10.061
223.984,0.967,10.784
224.380,1.114,7.696
224.777,1.159,6.927
225.173,1.117,7.637
225.570,1.089,8.156
225.966,1.188,6.484
226.363,1.196,6.368
226.760,1.139,7.266
227.156,1.387,4.105
227.553,1.514,3.063
227.950,1.140,7.239
228.347,1.176,6.665
228.744,1.542,2.870
229.141,1.374,4.222
229.538,1.316,4.830
229.935,1.341,4.559
230.332,1.458,3.484
230.729,1.056,8.800
